variant_id,variant_name,id,difficulty,question,gold_sql,generated_sql,ex,elapsed_s,error,critical_rule,flags,prompt_tokens,completion_tokens,total_tokens,total_cost_usd
V0,full_pipeline,GT113,hard,Quais são os 10 municípios do RS com taxa de mortalidade acima da média estadual (considerando apenas municípios com mais de 500 internações)?,"WITH media_rs AS (SELECT ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 4) AS taxa_media FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS'), por_municipio AS (SELECT mu.nome, COUNT(*) AS total_internacoes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS' GROUP BY mu.nome HAVING COUNT(*) > 500) SELECT pm.nome, pm.total_internacoes, pm.taxa_mortalidade FROM por_municipio pm, media_rs mr WHERE pm.taxa_mortalidade > mr.taxa_media ORDER BY pm.taxa_mortalidade DESC LIMIT 10;","WITH media_estado AS ( SELECT SUM(CASE WHEN ""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_ref FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS'), por_municipio AS ( SELECT mu.nome, COUNT(*) AS total, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS' GROUP BY mu.nome HAVING COUNT(*) > 500) SELECT pm.nome, pm.total, ROUND(pm.taxa, 2) AS taxa_mortalidade FROM por_municipio pm, media_estado me WHERE pm.taxa > me.taxa_ref ORDER BY pm.taxa DESC LIMIT 10;",False,28.5,"sequence item 0: expected str instance, tuple found",RULE_N,{},14677,1144,15821,0.002494
V0,full_pipeline,GT118,hard,Quais são os 10 hospitais com mais de 1000 internações que nunca registraram nenhuma internação em UTI?,"SELECT ""CNES"", COUNT(*) AS total_internacoes FROM internacoes GROUP BY ""CNES"" HAVING COUNT(*) > 1000 AND SUM(CASE WHEN ""VAL_UTI"" > 0 THEN 1 ELSE 0 END) = 0 ORDER BY total_internacoes DESC LIMIT 10;","SELECT ""CNES"", COUNT(*) AS total_internacoes FROM internacoes GROUP BY ""CNES"" HAVING COUNT(*) > 1000 AND NOT EXISTS ( SELECT 1 FROM internacoes d WHERE d.""CNES"" = internacoes.""CNES"" AND d.""VAL_UTI"" > 0 ) ORDER BY total_internacoes DESC LIMIT 10;",False,30.68,"sequence item 0: expected str instance, tuple found",RULE_K,{},14347,729,15076,0.002426
V0,full_pipeline,GT122,hard,"Quais procedimentos, ordenados por volume decrescente, cobrem até 80% do total de atendimentos realizados?","SELECT nome_proc FROM (SELECT p.""NOME_PROC"" AS nome_proc, COUNT(*) AS total_atendimentos, ROUND(SUM(COUNT(*)) OVER (ORDER BY COUNT(*) DESC ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) * 100.0 / SUM(COUNT(*)) OVER (), 2) AS pct_acumulado FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"") sub WHERE pct_acumulado <= 80 ORDER BY total_atendimentos DESC;","WITH total_atendimentos AS ( SELECT COUNT(*) AS total FROM atendimentos ), procedimentos_count AS ( SELECT p.""NOME_PROC"", COUNT(*) AS total FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ), procedimentos_cumulative AS ( SELECT ""NOME_PROC"", total, SUM(total) OVER (ORDER BY total DESC) AS cumulative_total FROM procedimentos_count ), total AS ( SELECT total AS total_atendimentos FROM total_atendimentos ) SELECT ""NOME_PROC"" FROM procedimentos_cumulative, total WHERE cumulative_total <= total_atendimentos * 0.8 ORDER BY total DESC;",False,38.92,,,{},24238,1389,25627,0.00372
V2,no_cot_reasoning,GT001,easy,Quantas internações foram registradas no total?,SELECT COUNT(*) AS total_internacoes FROM internacoes;,SELECT COUNT(*) AS total_internacoes FROM internacoes;,False,9.65,"sequence item 0: expected str instance, tuple found",,"{""disable_cot_reasoning"": true}",12495,272,12767,0.001269
V2,no_cot_reasoning,GT002,easy,Quantas mortes foram registradas?,"SELECT COUNT(*) AS total_mortes FROM internacoes WHERE ""MORTE"" = true;","SELECT COUNT(*) AS total_mortes FROM internacoes WHERE ""MORTE"" = true;",False,10.14,"sequence item 0: expected str instance, tuple found",RULE_B,"{""disable_cot_reasoning"": true}",12402,301,12703,0.001273
V2,no_cot_reasoning,GT007,easy,Quantos registros de internação em UTI existem?,"SELECT COUNT(*) AS total_uti FROM internacoes WHERE ""VAL_UTI"" > 0;","SELECT COUNT(*) AS total FROM internacoes WHERE ""VAL_UTI"" > 0;",False,9.61,"sequence item 0: expected str instance, tuple found",RULE_A,"{""disable_cot_reasoning"": true}",12401,282,12683,0.001261
V2,no_cot_reasoning,GT010,easy,Quantos casos obstétricos foram registrados?,"SELECT COUNT(*) AS total_obstetricos FROM internacoes WHERE ""ESPEC"" = 2;","SELECT COUNT(*) AS total FROM internacoes WHERE ""ESPEC"" = 2;",False,11.87,"sequence item 0: expected str instance, tuple found",RULE_A,"{""disable_cot_reasoning"": true}",12343,262,12605,0.001241
V2,no_cot_reasoning,GT014,medium,Quantas internações por meningite ocasionaram em morte?,"SELECT COUNT(*) FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE c.""CD_DESCRICAO"" ILIKE '%meningite%' AND i.""MORTE"" = true;","SELECT COUNT(*) AS total FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""MORTE"" = true AND c.""CD_DESCRICAO"" ILIKE '%meningite%';",False,15.48,"sequence item 0: expected str instance, tuple found",RULE_B,"{""disable_cot_reasoning"": true}",14256,393,14649,0.001981
V2,no_cot_reasoning,GT017,easy,Qual o tempo médio de permanência hospitalar?,"SELECT AVG(""DIAS_PERM"") AS tempo_medio_permanencia FROM internacoes;","SELECT AVG(""DIAS_PERM"") AS tempo_medio_permanencia FROM internacoes;",False,11.97,"sequence item 0: expected str instance, tuple found",,"{""disable_cot_reasoning"": true}",12435,365,12800,0.001316
V2,no_cot_reasoning,GT040,easy,Qual a taxa de mortalidade infantil média no Brasil?,SELECT AVG(valor) AS taxa_media_mortalidade_infantil FROM socioeconomico WHERE metrica = 'mortalidade_infantil_1ano';,"SELECT AVG(""valor"") AS taxa_mortalidade_infantil_media FROM socioeconomico WHERE ""metrica"" = 'mortalidade_infantil' AND ""escala"" = 'por_mil' AND ""valor"" IS NOT NULL;",False,20.73,,,"{""disable_cot_reasoning"": true}",9973,640,10613,0.001554
V2,no_cot_reasoning,GT021,hard,Quais são os 5 procedimentos mais realizados?,"SELECT p.""NOME_PROC"" AS procedimento, COUNT(*) AS total FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ORDER BY total DESC LIMIT 5;","SELECT p.""NOME_PROC"", COUNT(*) AS total FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ORDER BY total DESC LIMIT 5;",False,15.91,,,"{""disable_cot_reasoning"": true}",15164,603,15767,0.002243
V2,no_cot_reasoning,GT023,medium,Quantas internações de UTI resultaram em óbito?,"SELECT COUNT(*) AS uti_com_obito FROM internacoes WHERE ""VAL_UTI"" > 0 AND ""MORTE"" = true;","SELECT COUNT(*) AS total FROM internacoes WHERE ""VAL_UTI"" > 0 AND ""MORTE"" = true;",False,28.41,"sequence item 0: expected str instance, tuple found",RULE_B,"{""disable_cot_reasoning"": true}",12718,377,13095,0.001356
V2,no_cot_reasoning,GT028,hard,Quais sao os 10 municípios com mais de 100 internações com a maior taxa de mortalidade?,"SELECT mu.nome AS municipio, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d GROUP BY mu.nome HAVING COUNT(*) > 100 ORDER BY taxa_mortalidade DESC LIMIT 10;","WITH municipio_mortalidade AS ( SELECT mu.nome AS municipio, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d GROUP BY mu.nome HAVING COUNT(*) > 100 ) SELECT municipio, total_internacoes, total_mortes, taxa_mortalidade FROM municipio_mortalidade ORDER BY taxa_mortalidade DESC LIMIT 10;",False,24.78,"sequence item 0: expected str instance, tuple found",RULE_M,"{""disable_cot_reasoning"": true}",14271,955,15226,0.00232
V2,no_cot_reasoning,GT033,easy,Qual a idade média dos pacientes internados?,"SELECT AVG(""IDADE"") AS idade_media FROM internacoes WHERE ""IDADE"" IS NOT NULL;","SELECT AVG(""IDADE"") AS media, COUNT(*) AS total_internacoes FROM internacoes;",False,10.28,"sequence item 0: expected str instance, tuple found",,"{""disable_cot_reasoning"": true}",12302,325,12627,0.001272
V2,no_cot_reasoning,GT035,medium,Qual o diagnóstico mais comum nas internações?,"SELECT c.""CD_DESCRICAO"" AS diagnostico, COUNT(*) AS total FROM internacoes i JOIN cid c ON i.""DIAG_PRINC"" = c.""CID"" WHERE i.""DIAG_PRINC"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total DESC LIMIT 1;","SELECT c.""CD_DESCRICAO"" AS diagnostico, COUNT(*) AS total FROM internacoes i JOIN cid c ON i.""DIAG_PRINC"" = c.""CID"" WHERE i.""DIAG_PRINC"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total DESC LIMIT 1;",False,14.0,"sequence item 0: expected str instance, tuple found",RULE_E,"{""disable_cot_reasoning"": true}",13934,481,14415,0.001611
V2,no_cot_reasoning,GT036,medium,Quantas internações ocorreram em 2015?,"SELECT COUNT(*) AS internacoes_2015 FROM internacoes WHERE EXTRACT(YEAR FROM ""DT_INTER"") = 2015;","SELECT COUNT(*) FROM internacoes WHERE EXTRACT(YEAR FROM ""DT_INTER"") = 2015;",False,11.49,"sequence item 0: expected str instance, tuple found",RULE_G,"{""disable_cot_reasoning"": true}",12644,278,12922,0.001363
V2,no_cot_reasoning,GT037,medium,Quantos pacientes nasceram antes de 1950?,"SELECT COUNT(*) AS nascidos_antes_1950 FROM internacoes WHERE EXTRACT(YEAR FROM ""NASC"") < 1950;","SELECT COUNT(*) AS total FROM internacoes WHERE EXTRACT(YEAR FROM ""NASC"") < 1950;",False,14.05,"sequence item 0: expected str instance, tuple found",RULE_H,"{""disable_cot_reasoning"": true}",12391,273,12664,0.001254
V2,no_cot_reasoning,GT039,medium,Quais são as três causas de morte mais frequentes entre mulheres?,"SELECT c.""CD_DESCRICAO"", COUNT(*) AS total_mortes FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""SEXO"" = 3 AND i.""MORTE"" = true AND i.""CID_MORTE"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total_mortes DESC LIMIT 3;","SELECT c.""CD_DESCRICAO"" AS causa_morte, COUNT(*) AS total_mortes FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""MORTE"" = true AND i.""SEXO"" = 3 AND i.""CID_MORTE"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total_mortes DESC LIMIT 3;",False,16.03,"sequence item 0: expected str instance, tuple found",RULE_B,"{""disable_cot_reasoning"": true}",14034,589,14623,0.001527
V2,no_cot_reasoning,GT044,hard,Qual o custo médio de UTI por faixa etária dos pacientes?,"SELECT CASE WHEN ""IDADE"" < 18 THEN 'Menor' WHEN ""IDADE"" < 60 THEN 'Adulto' ELSE 'Idoso' END AS faixa_etaria, AVG(""VAL_UTI"") AS custo_medio_uti FROM internacoes WHERE ""VAL_UTI"" > 0 GROUP BY CASE WHEN ""IDADE"" < 18 THEN 'Menor' WHEN ""IDADE"" < 60 THEN 'Adulto' ELSE 'Idoso' END;","SELECT faixa_etaria, AVG(""VAL_UTI"") AS custo_medio_uti FROM ( SELECT CASE WHEN ""IDADE"" < 18 THEN 'Menor' WHEN ""IDADE"" < 60 THEN 'Adulto' ELSE 'Idoso' END AS faixa_etaria, ""VAL_UTI"", ROW_NUMBER() OVER (PARTITION BY CASE WHEN ""IDADE"" < 18 THEN 'Menor' WHEN ""IDADE"" < 60 THEN 'Adulto' ELSE 'Idoso' END ORDER BY ""VAL_UTI"" DESC) AS rn FROM internacoes WHERE ""VAL_UTI"" > 0 ) sub WHERE rn = 1 GROUP BY faixa_etaria ORDER BY faixa_etaria;",False,22.88,"sequence item 0: expected str instance, tuple found",RULE_J,"{""disable_cot_reasoning"": true}",12884,696,13580,0.001966
V2,no_cot_reasoning,GT046,medium,Qual a evolução de internações para cada ano?,"SELECT EXTRACT(YEAR FROM ""DT_INTER"") AS ano, COUNT(*) AS total_internacoes FROM internacoes WHERE ""DT_INTER"" IS NOT NULL GROUP BY ano ORDER BY ano;","SELECT EXTRACT(YEAR FROM ""DT_INTER"") AS ano, COUNT(*) AS total_internacoes FROM internacoes GROUP BY EXTRACT(YEAR FROM ""DT_INTER"") ORDER BY ano;",False,15.06,"sequence item 0: expected str instance, tuple found",RULE_G,"{""disable_cot_reasoning"": true}",12718,598,13316,0.001489
V2,no_cot_reasoning,GT048,medium,Quais são as 10 principais causas de morte (com descrição)?,"SELECT c.""CD_DESCRICAO"", COUNT(*) AS total_mortes FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""MORTE"" = true GROUP BY c.""CD_DESCRICAO"" ORDER BY total_mortes DESC LIMIT 10;","SELECT c.""CD_DESCRICAO"" AS causa_morte, COUNT(*) AS total_mortes FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""MORTE"" = true AND i.""CID_MORTE"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total_mortes DESC LIMIT 10;",False,18.55,"sequence item 0: expected str instance, tuple found",RULE_E,"{""disable_cot_reasoning"": true}",14098,641,14739,0.001568
V2,no_cot_reasoning,GT050,medium,Qual a taxa de mortalidade para faixa etária 30-45?,"SELECT '30-45 anos' AS faixa_etaria, COUNT(*) AS total_internacoes, SUM(CASE WHEN ""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN ""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes WHERE ""IDADE"" BETWEEN 30 AND 45;","SELECT ROUND(SUM(CASE WHEN ""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes WHERE ""IDADE"" BETWEEN 30 AND 45;",False,16.47,"sequence item 0: expected str instance, tuple found",RULE_H,"{""disable_cot_reasoning"": true}",12758,444,13202,0.001402
V2,no_cot_reasoning,GT053,easy,Qual o valor total gasto em internações?,"SELECT ROUND(SUM(""VAL_TOT""), 0) AS total_gasto FROM internacoes;","SELECT SUM(""VAL_TOT"") AS total_gasto FROM internacoes;",False,10.51,"sequence item 0: expected str instance, tuple found",,"{""disable_cot_reasoning"": true}",12477,361,12838,0.00132
V2,no_cot_reasoning,GT065,medium,Qual o nível de instrução dos pacientes internados?,"  SELECT ins.""DESCRICAO"", COUNT(*) AS total FROM internacoes i JOIN instrucao ins ON i.""INSTRU"" = ins.""INSTRU"" WHERE i.""INSTRU"" IS NOT NULL AND i.""INSTRU"" != 0 GROUP BY ins.""INSTRU"", ins.""DESCRICAO"" ORDER BY total DESC;
","SELECT ins.""DESCRICAO"", COUNT(*) AS total FROM internacoes i JOIN instrucao ins ON i.""INSTRU"" = ins.""INSTRU"" WHERE i.""INSTRU"" IS NOT NULL AND i.""INSTRU"" != 0 GROUP BY ins.""DESCRICAO"" ORDER BY total DESC;",False,12.48,"sequence item 0: expected str instance, tuple found",RULE_O,"{""disable_cot_reasoning"": true}",13575,477,14052,0.001554
V2,no_cot_reasoning,GT067,medium,Qual a quantidade de internações por especialidade?,"SELECT e.""DESCRICAO"" AS especialidade, COUNT(*) AS total_consultas FROM internacoes i JOIN especialidade e ON i.""ESPEC"" = e.""ESPEC"" GROUP BY e.""DESCRICAO"" ORDER BY total_consultas DESC;","SELECT e.""DESCRICAO"" AS especialidade, COUNT(*) AS total_internacoes FROM internacoes i JOIN especialidade e ON i.""ESPEC"" = e.""ESPEC"" GROUP BY e.""DESCRICAO"";",False,12.2,"sequence item 0: expected str instance, tuple found",,"{""disable_cot_reasoning"": true}",14010,545,14555,0.002044
V2,no_cot_reasoning,GT068,medium,Quais são os 10 procedimentos mais comuns?,"SELECT p.""NOME_PROC"", COUNT(a.""id_atendimento"") AS total_atendimentos FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ORDER BY total_atendimentos DESC LIMIT 10;","SELECT p.""NOME_PROC"", COUNT(*) AS total FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ORDER BY total DESC LIMIT 10;",False,16.87,,,"{""disable_cot_reasoning"": true}",15624,610,16234,0.001788
V2,no_cot_reasoning,GT071,medium,Qual é a raça que apresenta maior número de mortes registradas?,"SELECT r.""DESCRICAO"" AS descricao_raca_cor, COUNT(i.""N_AIH"") AS total_mortes FROM internacoes i JOIN raca_cor r ON i.""RACA_COR"" = r.""RACA_COR"" WHERE i.""MORTE"" = true GROUP BY r.""DESCRICAO"" ORDER BY total_mortes DESC LIMIT 1;","SELECT r.""DESCRICAO"" AS raca, COUNT(*) AS total_mortes FROM internacoes i JOIN raca_cor r ON i.""RACA_COR"" = r.""RACA_COR"" WHERE i.""MORTE"" = true GROUP BY r.""DESCRICAO"" ORDER BY total_mortes DESC LIMIT 1;",False,12.8,"sequence item 0: expected str instance, tuple found",RULE_O,"{""disable_cot_reasoning"": true}",13902,463,14365,0.001566
V2,no_cot_reasoning,GT076,hard,Quais são os 10 municípios que atendem mais pacientes?,"SELECT m.nome AS municipio, COUNT(i.""N_AIH"") AS total_internacoes FROM internacoes i JOIN hospital h ON i.""CNES"" = h.""CNES"" JOIN municipios m ON h.""MUNIC_MOV"" = m.codigo_6d GROUP BY m.nome ORDER BY total_internacoes DESC LIMIT 10;","SELECT mu.""NOME"", COUNT(i.""N_AIH"") AS total_pacientes FROM internacoes i JOIN hospital h ON i.""CNES"" = h.""CNES"" JOIN municipios mu ON h.""MUNIC_MOV"" = mu.""CODIGO_6D"" GROUP BY mu.""NOME"" ORDER BY total_pacientes DESC LIMIT 10;",False,21.41,,RULE_M,"{""disable_cot_reasoning"": true}",15185,795,15980,0.002361
V2,no_cot_reasoning,GT078,hard,"Quais são os 10 principais motivos de internação para pacientes com menos de 18 anos, entre 18 e 64 anos, e acima de 64 anos?","SELECT faixa_etaria, ""CD_DESCRICAO"", total_internacoes FROM (SELECT CASE WHEN i.""IDADE"" < 18 THEN 'Menor de 18' WHEN i.""IDADE"" BETWEEN 18 AND 64 THEN '18 a 64' ELSE '65 ou mais' END AS faixa_etaria, c.""CD_DESCRICAO"", COUNT(*) AS total_internacoes, ROW_NUMBER() OVER (PARTITION BY CASE WHEN i.""IDADE"" < 18 THEN 'Menor de 18' WHEN i.""IDADE"" BETWEEN 18 AND 64 THEN '18 a 64' ELSE '65 ou mais' END ORDER BY COUNT(*) DESC) AS rn FROM internacoes i JOIN cid c ON i.""DIAG_PRINC"" = c.""CID"" GROUP BY faixa_etaria, c.""CD_DESCRICAO"") subquery WHERE rn <= 10 ORDER BY faixa_etaria, rn;","SELECT faixa_etaria, diagnostico, cnt FROM ( SELECT CASE WHEN i.""IDADE"" < 18 THEN 'Menor de 18' WHEN i.""IDADE"" BETWEEN 18 AND 64 THEN '18 a 64' ELSE '65 ou mais' END AS faixa_etaria, c.""CD_DESCRICAO"" AS diagnostico, COUNT(*) AS cnt, ROW_NUMBER() OVER (PARTITION BY CASE WHEN i.""IDADE"" < 18 THEN 'Menor de 18' WHEN i.""IDADE"" BETWEEN 18 AND 64 THEN '18 a 64' ELSE '65 ou mais' END ORDER BY COUNT(*) DESC) AS rn FROM internacoes i JOIN cid c ON i.""DIAG_PRINC"" = c.""CID"" GROUP BY faixa_etaria, c.""CD_DESCRICAO"" ) sub WHERE rn <= 10 ORDER BY faixa_etaria, rn;",False,26.16,"sequence item 0: expected str instance, tuple found",,"{""disable_cot_reasoning"": true}",15418,1229,16647,0.002656
V2,no_cot_reasoning,GT081,hard,Quais são os 5 procedimentos mais realizados para cada sexo?,"SELECT faixa_sexo, ""NOME_PROC"", total FROM (SELECT CASE WHEN i.""SEXO"" = 1 THEN 'Masculino' ELSE 'Feminino' END AS faixa_sexo, p.""NOME_PROC"", COUNT(*) AS total, ROW_NUMBER() OVER (PARTITION BY i.""SEXO"" ORDER BY COUNT(*) DESC) AS rn FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" JOIN internacoes i ON a.""N_AIH"" = i.""N_AIH"" GROUP BY i.""SEXO"", p.""NOME_PROC"") sub WHERE rn <= 5 ORDER BY faixa_sexo, rn;","SELECT sexo, procedimento, total FROM ( SELECT i.""SEXO"", p.""NOME_PROC"" AS procedimento, COUNT(*) AS total, ROW_NUMBER() OVER (PARTITION BY i.""SEXO"" ORDER BY COUNT(*) DESC) AS rn FROM internacoes i JOIN atendimentos a ON i.""N_AIH"" = a.""N_AIH"" JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY i.""SEXO"", p.""NOME_PROC"" ) sub WHERE rn <= 5 ORDER BY sexo, total DESC;",False,24.52,"sequence item 0: expected str instance, tuple found",RULE_J,"{""disable_cot_reasoning"": true}",15062,784,15846,0.002336
V2,no_cot_reasoning,GT083,hard,"Qual é a taxa de mortalidade por nível de instrução no estado do RS, considerando apenas grupos com mais de 1000 internações?","SELECT ins.""DESCRICAO"", COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN instrucao ins ON i.""INSTRU"" = ins.""INSTRU"" JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS' AND i.""INSTRU"" IS NOT NULL AND i.""INSTRU"" != 0 GROUP BY ins.""DESCRICAO"" HAVING COUNT(*) > 1000 ORDER BY taxa_mortalidade DESC;","WITH taxa_mortalidade AS ( SELECT i.""INSTRU"", COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.""codigo_6d"" WHERE mu.""estado"" = 'RS' GROUP BY i.""INSTRU"" HAVING COUNT(*) > 1000 ) SELECT ""INSTRU"", total_internacoes, total_mortes, taxa_mortalidade FROM taxa_mortalidade;",False,28.27,"sequence item 0: expected str instance, tuple found",,"{""disable_cot_reasoning"": true}",15887,1184,17071,0.002249
V2,no_cot_reasoning,GT085,hard,Qual a taxa de mortalidade hospitalar por especialidade médica?,"SELECT e.""DESCRICAO"" AS especialidade, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN especialidade e ON i.""ESPEC"" = e.""ESPEC"" GROUP BY e.""DESCRICAO"" ORDER BY taxa_mortalidade DESC;","SELECT e.""DESCRICAO"" AS especialidade, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN especialidade e ON i.""ESPEC"" = e.""ESPEC"" GROUP BY e.""DESCRICAO"";",False,17.51,"sequence item 0: expected str instance, tuple found",RULE_M,"{""disable_cot_reasoning"": true}",14616,776,15392,0.002264
V2,no_cot_reasoning,GT086,hard,Quais são os 3 hospitais com maior custo médio de UTI por estado (MA e RS)?,"SELECT estado, ""CNES"", ROUND(custo_medio_uti, 2) AS custo_medio_uti FROM (SELECT mu.estado, h.""CNES"", AVG(i.""VAL_UTI"") AS custo_medio_uti, ROW_NUMBER() OVER (PARTITION BY mu.estado ORDER BY AVG(i.""VAL_UTI"") DESC) AS rn FROM internacoes i JOIN hospital h ON i.""CNES"" = h.""CNES"" JOIN municipios mu ON h.""MUNIC_MOV"" = mu.codigo_6d WHERE i.""VAL_UTI"" > 0 AND mu.estado IN ('MA', 'RS') GROUP BY mu.estado, h.""CNES"" HAVING COUNT(*) > 100) sub WHERE rn <= 3 ORDER BY estado, rn;","SELECT mu.""estado"", i.""CNES"", ROUND(AVG(i.""VAL_UTI""), 2) AS ""custo_medio_uti"" FROM ""internacoes"" i JOIN ""hospital"" h ON i.""CNES"" = h.""CNES"" JOIN ""municipios"" mu ON h.""MUNIC_MOV"" = mu.""codigo_6d"" WHERE mu.""estado"" IN ('MA', 'RS') AND i.""VAL_UTI"" > 0 GROUP BY mu.""estado"", i.""CNES"" ORDER BY mu.""estado"", ""custo_medio_uti"" DESC LIMIT 3;",False,25.55,,RULE_J,"{""disable_cot_reasoning"": true}",19912,1031,20943,0.003145
